Order ID,Shipment ID,Delivery Status,Delivery Partner
CA-2017-148810,SHIP05629,Delivered,DTDC
US-2016-146066,SHIP05630,Delivered,Delhivery
CA-2014-127614,SHIP05631,Delivered,India Post
CA-2014-127614,SHIP05632,Delivered,India Post
CA-2014-127614,SHIP05633,Cancelled,DTDC
CA-2016-101742,SHIP05634,Cancelled,Ecom Express
CA-2015-134943,SHIP05635,Returned,Delhivery
CA-2017-123022,SHIP05636,Delivered,Blue Dart
CA-2017-123022,SHIP05637,Delivered,India Post
CA-2017-113208,SHIP05638,Delivered,India Post
CA-2014-154893,SHIP05639,Delivered,India Post
CA-2014-154893,SHIP05640,In Transit,Blue Dart
CA-2014-147900,SHIP05641,Delivered,Ecom Express
CA-2017-106355,SHIP05642,Delivered,Ecom Express
CA-2016-127985,SHIP05643,Delivered,XpressBees
CA-2015-166604,SHIP05644,Delivered,Blue Dart
CA-2017-120719,SHIP05645,Delivered,India Post
CA-2017-127117,SHIP05646,Delivered,India Post
CA-2015-104241,SHIP05647,Delivered,Ecom Express
CA-2017-168179,SHIP05648,Delivered,Ecom Express
CA-2017-142342,SHIP05649,Delivered,Ecom Express
CA-2017-142342,SHIP05650,Delivered,India Post
CA-2017-142342,SHIP05651,In Transit,XpressBees
CA-2017-142342,SHIP05652,Delivered,Blue Dart
CA-2017-109099,SHIP05653,Delivered,DTDC
US-2014-134187,SHIP05654,Delivered,XpressBees
CA-2016-145261,SHIP05655,Delivered,Delhivery
CA-2016-145261,SHIP05656,Returned,DTDC
CA-2016-145261,SHIP05657,Delivered,Blue Dart
CA-2016-145261,SHIP05658,Cancelled,XpressBees
CA-2016-145261,SHIP05659,Delivered,DTDC
CA-2016-145261,SHIP05660,In Transit,XpressBees
CA-2016-145261,SHIP05661,Delivered,Ecom Express
CA-2016-108875,SHIP05662,Delivered,Ecom Express
CA-2016-108875,SHIP05663,Delivered,Delhivery
CA-2016-141957,SHIP05664,Delivered,India Post
CA-2016-141957,SHIP05665,Delivered,DTDC
CA-2016-141957,SHIP05666,Delivered,Delhivery
CA-2016-141957,SHIP05667,Delivered,XpressBees
CA-2016-142405,SHIP05668,Returned,DTDC
CA-2016-142405,SHIP05669,In Transit,DTDC
CA-2016-142405,SHIP05670,Delivered,Blue Dart
CA-2015-141012,SHIP05671,Delivered,XpressBees
CA-2015-141012,SHIP05672,Delivered,XpressBees
CA-2017-127922,SHIP05673,Delivered,Ecom Express
CA-2017-127922,SHIP05674,Delivered,Ecom Express
CA-2016-146318,SHIP05675,Delivered,Delhivery
CA-2014-135993,SHIP05676,Delivered,Delhivery
CA-2014-135993,SHIP05677,Delivered,Delhivery
CA-2014-126802,SHIP05678,Delivered,DTDC
CA-2016-143924,SHIP05679,Delivered,Blue Dart
CA-2016-143924,SHIP05680,Delivered,Blue Dart
CA-2016-141551,SHIP05681,Delivered,Ecom Express
CA-2016-141551,SHIP05682,Returned,Ecom Express
CA-2014-164315,SHIP05683,In Transit,Ecom Express
CA-2014-164315,SHIP05684,Cancelled,XpressBees
CA-2014-164315,SHIP05685,Delivered,India Post
CA-2015-131072,SHIP05686,In Transit,Blue Dart
CA-2014-131541,SHIP05687,Cancelled,XpressBees
CA-2014-131541,SHIP05688,Delivered,DTDC
CA-2014-131541,SHIP05689,Delivered,DTDC
CA-2015-119550,SHIP05690,In Transit,DTDC
US-2015-138093,SHIP05691,Delivered,Blue Dart
US-2015-138093,SHIP05692,Delivered,Ecom Express
US-2015-138093,SHIP05693,Delivered,XpressBees
US-2015-138093,SHIP05694,Delivered,India Post
US-2015-138093,SHIP05695,Delivered,Blue Dart
CA-2016-126165,SHIP05696,Delivered,Blue Dart
CA-2017-126123,SHIP05697,Delivered,DTDC
CA-2017-126123,SHIP05698,Delivered,India Post
CA-2016-143441,SHIP05699,Delivered,DTDC
CA-2017-148320,SHIP05700,Delivered,DTDC
CA-2016-125661,SHIP05701,Delivered,Delhivery
CA-2016-125661,SHIP05702,Delivered,XpressBees
US-2014-123519,SHIP05703,Delivered,Ecom Express
US-2014-123519,SHIP05704,Returned,Delhivery
US-2014-123519,SHIP05705,Returned,DTDC
CA-2014-155593,SHIP05706,Delivered,Delhivery
CA-2017-136000,SHIP05707,Cancelled,Blue Dart
US-2015-160857,SHIP05708,Delivered,Ecom Express
US-2015-160857,SHIP05709,Returned,India Post
US-2015-160857,SHIP05710,Cancelled,Blue Dart
US-2015-160857,SHIP05711,In Transit,Blue Dart
US-2015-160857,SHIP05712,Delivered,XpressBees
CA-2017-115805,SHIP05713,In Transit,Blue Dart
US-2014-143707,SHIP05714,Delivered,DTDC
CA-2017-116939,SHIP05715,Cancelled,XpressBees
CA-2015-124107,SHIP05716,Delivered,DTDC
CA-2015-124107,SHIP05717,Delivered,XpressBees
CA-2015-124107,SHIP05718,Delivered,India Post
CA-2015-124107,SHIP05719,In Transit,Ecom Express
CA-2017-126550,SHIP05720,Delivered,XpressBees
CA-2015-138674,SHIP05721,Cancelled,Ecom Express
CA-2015-138674,SHIP05722,Delivered,India Post
CA-2015-138674,SHIP05723,Delivered,DTDC
CA-2016-165820,SHIP05724,Delivered,Delhivery
CA-2014-103191,SHIP05725,Delivered,DTDC
CA-2015-103933,SHIP05726,Delivered,XpressBees
CA-2015-110548,SHIP05727,Returned,India Post
CA-2017-117324,SHIP05728,Returned,Blue Dart
CA-2017-117324,SHIP05729,Delivered,Delhivery
CA-2017-117324,SHIP05730,Delivered,Ecom Express
CA-2017-117324,SHIP05731,Delivered,DTDC
CA-2017-117324,SHIP05732,Delivered,DTDC
CA-2017-143574,SHIP05733,Delivered,Blue Dart
CA-2017-143574,SHIP05734,Returned,XpressBees
CA-2017-143574,SHIP05735,Delivered,Delhivery
CA-2014-111773,SHIP05736,Delivered,DTDC
CA-2014-148614,SHIP05737,In Transit,Ecom Express
CA-2014-148614,SHIP05738,Delivered,Ecom Express
CA-2017-156139,SHIP05739,Returned,XpressBees
US-2017-147886,SHIP05740,Delivered,India Post
US-2017-147886,SHIP05741,Returned,Blue Dart
US-2017-147886,SHIP05742,Delivered,DTDC
US-2017-147886,SHIP05743,Delivered,Blue Dart
US-2017-147886,SHIP05744,Delivered,XpressBees
US-2017-147886,SHIP05745,Delivered,XpressBees
US-2017-147886,SHIP05746,Delivered,Blue Dart
CA-2016-113733,SHIP05747,Delivered,DTDC
CA-2016-113733,SHIP05748,Cancelled,Delhivery
CA-2016-113733,SHIP05749,Cancelled,Ecom Express
CA-2017-104913,SHIP05750,In Transit,Delhivery
CA-2014-145800,SHIP05751,Cancelled,DTDC
CA-2016-125850,SHIP05752,Cancelled,Ecom Express
CA-2016-125850,SHIP05753,Delivered,DTDC
CA-2016-118514,SHIP05754,Returned,India Post
CA-2015-150749,SHIP05755,Delivered,Ecom Express
CA-2014-163748,SHIP05756,In Transit,XpressBees
CA-2014-163748,SHIP05757,Delivered,Blue Dart
CA-2015-119634,SHIP05758,Delivered,Blue Dart
CA-2015-149300,SHIP05759,Delivered,XpressBees
US-2016-111528,SHIP05760,In Transit,Blue Dart
US-2016-111528,SHIP05761,In Transit,Blue Dart
CA-2017-158169,SHIP05762,Cancelled,India Post
CA-2017-158169,SHIP05763,Delivered,India Post
CA-2015-162047,SHIP05764,Delivered,Delhivery
CA-2015-117772,SHIP05765,Delivered,Blue Dart
US-2014-126340,SHIP05766,Delivered,XpressBees
CA-2016-149685,SHIP05767,Delivered,Delhivery
CA-2017-126396,SHIP05768,Delivered,Delhivery
CA-2015-154900,SHIP05769,Delivered,DTDC
CA-2015-154900,SHIP05770,Delivered,DTDC
CA-2015-103835,SHIP05771,Delivered,DTDC
CA-2015-103835,SHIP05772,Returned,XpressBees
CA-2015-158939,SHIP05773,Delivered,Blue Dart
CA-2016-117408,SHIP05774,Delivered,Blue Dart
CA-2016-142398,SHIP05775,In Transit,Delhivery
CA-2016-142398,SHIP05776,Delivered,Ecom Express
CA-2016-105277,SHIP05777,Delivered,Ecom Express
CA-2016-112060,SHIP05778,Returned,India Post
CA-2014-105270,SHIP05779,Delivered,DTDC
CA-2014-105270,SHIP05780,Delivered,India Post
US-2015-159513,SHIP05781,Delivered,Ecom Express
CA-2015-155586,SHIP05782,In Transit,Delhivery
CA-2015-155586,SHIP05783,Delivered,Delhivery
CA-2015-155586,SHIP05784,Delivered,India Post
CA-2017-141117,SHIP05785,Delivered,Blue Dart
CA-2017-141117,SHIP05786,Delivered,XpressBees
CA-2017-141117,SHIP05787,Returned,DTDC
CA-2017-141117,SHIP05788,Delivered,Blue Dart
CA-2017-115070,SHIP05789,Returned,XpressBees
CA-2017-115070,SHIP05790,Delivered,Blue Dart
CA-2017-140186,SHIP05791,In Transit,XpressBees
CA-2017-140186,SHIP05792,Returned,XpressBees
CA-2017-140186,SHIP05793,Delivered,Delhivery
CA-2017-140186,SHIP05794,Delivered,Ecom Express
CA-2017-140186,SHIP05795,Delivered,Delhivery
CA-2014-124856,SHIP05796,In Transit,Blue Dart
CA-2014-124856,SHIP05797,Delivered,Delhivery
CA-2014-124856,SHIP05798,Delivered,XpressBees
CA-2014-124856,SHIP05799,In Transit,XpressBees
CA-2014-166716,SHIP05800,Delivered,India Post
CA-2014-123225,SHIP05801,Delivered,Delhivery
CA-2014-123225,SHIP05802,Delivered,DTDC
CA-2015-163440,SHIP05803,Delivered,Blue Dart
US-2017-106796,SHIP05804,Delivered,XpressBees
CA-2017-113873,SHIP05805,Delivered,XpressBees
CA-2017-113873,SHIP05806,In Transit,XpressBees
CA-2016-149783,SHIP05807,In Transit,Blue Dart
CA-2016-149783,SHIP05808,Cancelled,India Post
CA-2016-149783,SHIP05809,Delivered,Ecom Express
CA-2016-125017,SHIP05810,Delivered,Delhivery
US-2015-163279,SHIP05811,In Transit,XpressBees
US-2015-163279,SHIP05812,In Transit,Blue Dart
US-2015-163279,SHIP05813,Returned,Blue Dart
CA-2015-150196,SHIP05814,Delivered,Blue Dart
US-2015-106495,SHIP05815,Delivered,DTDC
CA-2014-124730,SHIP05816,Delivered,XpressBees
CA-2014-124730,SHIP05817,In Transit,Blue Dart
CA-2014-124730,SHIP05818,Delivered,Delhivery
CA-2014-124730,SHIP05819,Delivered,Delhivery
CA-2014-124730,SHIP05820,Delivered,XpressBees
CA-2017-117632,SHIP05821,Delivered,XpressBees
CA-2017-117632,SHIP05822,Delivered,Delhivery
CA-2017-117632,SHIP05823,Delivered,Delhivery
CA-2017-117632,SHIP05824,Cancelled,Delhivery
CA-2014-115056,SHIP05825,Delivered,XpressBees
CA-2017-161067,SHIP05826,Returned,India Post
CA-2017-161067,SHIP05827,Returned,DTDC
CA-2017-161067,SHIP05828,Delivered,Blue Dart
CA-2017-161067,SHIP05829,Delivered,DTDC
CA-2016-122063,SHIP05830,Delivered,Delhivery
CA-2016-122063,SHIP05831,Delivered,XpressBees
CA-2015-111206,SHIP05832,In Transit,Blue Dart
CA-2016-142895,SHIP05833,Delivered,XpressBees
CA-2016-142895,SHIP05834,Delivered,Delhivery
CA-2015-101868,SHIP05835,Delivered,India Post
CA-2015-101868,SHIP05836,In Transit,XpressBees
CA-2015-101868,SHIP05837,Delivered,DTDC
CA-2017-133207,SHIP05838,Delivered,Blue Dart
CA-2015-132948,SHIP05839,Delivered,DTDC
CA-2015-134992,SHIP05840,Delivered,XpressBees
CA-2015-134992,SHIP05841,Delivered,India Post
CA-2015-126725,SHIP05842,Delivered,Delhivery
CA-2015-126725,SHIP05843,Delivered,Delhivery
CA-2015-126725,SHIP05844,Delivered,DTDC
CA-2015-126725,SHIP05845,Delivered,Ecom Express
CA-2015-126725,SHIP05846,Delivered,India Post
CA-2015-126725,SHIP05847,Delivered,Ecom Express
CA-2015-126725,SHIP05848,Delivered,XpressBees
CA-2015-121783,SHIP05849,Cancelled,XpressBees
CA-2015-121783,SHIP05850,Delivered,Blue Dart
CA-2015-121783,SHIP05851,Delivered,Delhivery
CA-2015-121783,SHIP05852,Delivered,Ecom Express
CA-2015-121783,SHIP05853,Delivered,Ecom Express
US-2014-138835,SHIP05854,In Transit,India Post
CA-2015-112214,SHIP05855,Delivered,Delhivery
CA-2015-112214,SHIP05856,Delivered,India Post
CA-2015-112214,SHIP05857,Delivered,India Post
CA-2015-112214,SHIP05858,Delivered,India Post
US-2017-153255,SHIP05859,Cancelled,India Post
CA-2015-108119,SHIP05860,Delivered,Blue Dart
CA-2015-157434,SHIP05861,Delivered,India Post
CA-2016-101525,SHIP05862,Delivered,India Post
CA-2016-101525,SHIP05863,Delivered,Ecom Express
CA-2016-101525,SHIP05864,Delivered,India Post
US-2014-117968,SHIP05865,Delivered,DTDC
US-2014-117968,SHIP05866,Cancelled,India Post
US-2014-117968,SHIP05867,Cancelled,Blue Dart
CA-2016-158211,SHIP05868,Delivered,Delhivery
CA-2016-158211,SHIP05869,In Transit,Delhivery
CA-2016-152247,SHIP05870,Delivered,Blue Dart
CA-2016-128223,SHIP05871,Delivered,India Post
CA-2016-154235,SHIP05872,Delivered,DTDC
CA-2017-129910,SHIP05873,Delivered,Blue Dart
CA-2017-133095,SHIP05874,Delivered,Blue Dart
CA-2017-133095,SHIP05875,In Transit,DTDC
CA-2015-130554,SHIP05876,Delivered,India Post
CA-2014-152443,SHIP05877,Delivered,Delhivery
CA-2014-152443,SHIP05878,Delivered,India Post
CA-2014-152443,SHIP05879,Delivered,India Post
CA-2016-133319,SHIP05880,Delivered,DTDC
CA-2016-133935,SHIP05881,Delivered,Delhivery
CA-2016-133935,SHIP05882,Delivered,Blue Dart
CA-2016-133935,SHIP05883,Delivered,Blue Dart
CA-2016-136301,SHIP05884,Returned,India Post
CA-2016-136301,SHIP05885,Delivered,India Post
US-2014-109456,SHIP05886,Delivered,XpressBees
US-2014-109456,SHIP05887,Delivered,Blue Dart
CA-2017-151596,SHIP05888,Delivered,Blue Dart
CA-2015-147879,SHIP05889,In Transit,India Post
CA-2016-166625,SHIP05890,Delivered,Ecom Express
CA-2016-146157,SHIP05891,Returned,Ecom Express
CA-2016-146157,SHIP05892,In Transit,Delhivery
CA-2016-146157,SHIP05893,Delivered,Blue Dart
CA-2017-159954,SHIP05894,In Transit,Ecom Express
CA-2017-100825,SHIP05895,Delivered,DTDC
CA-2014-168305,SHIP05896,Delivered,India Post
CA-2014-168305,SHIP05897,Returned,Delhivery
CA-2016-167682,SHIP05898,Delivered,XpressBees
CA-2016-167682,SHIP05899,Delivered,XpressBees
CA-2017-108000,SHIP05900,Returned,XpressBees
CA-2015-146465,SHIP05901,Delivered,Delhivery
CA-2016-159639,SHIP05902,Delivered,XpressBees
US-2017-153948,SHIP05903,In Transit,XpressBees
US-2017-153948,SHIP05904,Delivered,XpressBees
US-2017-153948,SHIP05905,Delivered,Blue Dart
US-2017-153948,SHIP05906,Delivered,Blue Dart
US-2017-153948,SHIP05907,Delivered,India Post
US-2016-113985,SHIP05908,In Transit,Ecom Express
US-2016-113985,SHIP05909,Cancelled,XpressBees
US-2016-113985,SHIP05910,Delivered,DTDC
US-2016-113985,SHIP05911,Delivered,DTDC
CA-2016-155383,SHIP05912,Delivered,Ecom Express
CA-2014-120432,SHIP05913,Delivered,DTDC
US-2015-126977,SHIP05914,Delivered,Ecom Express
US-2015-126977,SHIP05915,Delivered,India Post
US-2015-126977,SHIP05916,Delivered,Ecom Express
US-2015-126977,SHIP05917,Delivered,XpressBees
US-2015-126977,SHIP05918,Returned,Delhivery
US-2015-126977,SHIP05919,Cancelled,Blue Dart
US-2015-126977,SHIP05920,In Transit,Delhivery
US-2015-126977,SHIP05921,Delivered,Delhivery
US-2015-126977,SHIP05922,Delivered,India Post
US-2015-126977,SHIP05923,Delivered,Ecom Express
CA-2016-130288,SHIP05924,Delivered,Delhivery
CA-2017-146458,SHIP05925,Cancelled,Ecom Express
CA-2017-150420,SHIP05926,Delivered,India Post
US-2014-118997,SHIP05927,Delivered,Ecom Express
CA-2014-114314,SHIP05928,Delivered,Ecom Express
CA-2014-114314,SHIP05929,Delivered,Ecom Express
US-2017-169551,SHIP05930,Delivered,XpressBees
US-2017-169551,SHIP05931,Returned,Delhivery
US-2017-169551,SHIP05932,Cancelled,Blue Dart
US-2017-169551,SHIP05933,Delivered,India Post
US-2017-169551,SHIP05934,Delivered,Delhivery
US-2017-169551,SHIP05935,Delivered,DTDC
CA-2016-103107,SHIP05936,Delivered,Delhivery
CA-2016-103107,SHIP05937,Delivered,Ecom Express
CA-2016-103107,SHIP05938,In Transit,Ecom Express
CA-2017-122077,SHIP05939,Delivered,DTDC
CA-2017-122077,SHIP05940,Delivered,DTDC
CA-2017-112431,SHIP05941,Returned,Ecom Express
CA-2017-112431,SHIP05942,Delivered,Delhivery
CA-2016-151092,SHIP05943,Delivered,Ecom Express
CA-2014-104178,SHIP05944,Cancelled,Blue Dart
CA-2014-104178,SHIP05945,Delivered,India Post
CA-2014-104178,SHIP05946,In Transit,Delhivery
CA-2014-104178,SHIP05947,Delivered,Ecom Express
CA-2015-115924,SHIP05948,Cancelled,XpressBees
CA-2017-161046,SHIP05949,Delivered,Ecom Express
CA-2017-161046,SHIP05950,Delivered,Blue Dart
CA-2017-161046,SHIP05951,Delivered,Ecom Express
CA-2017-161046,SHIP05952,Delivered,Blue Dart
US-2017-141698,SHIP05953,Delivered,XpressBees
US-2014-105151,SHIP05954,Delivered,DTDC
CA-2014-155796,SHIP05955,Delivered,Blue Dart
CA-2014-155796,SHIP05956,In Transit,Blue Dart
CA-2016-127138,SHIP05957,Delivered,Blue Dart
CA-2016-127138,SHIP05958,Delivered,India Post
CA-2016-127138,SHIP05959,Delivered,India Post
CA-2016-127138,SHIP05960,Delivered,Blue Dart
CA-2017-150602,SHIP05961,Cancelled,XpressBees
CA-2014-140732,SHIP05962,Delivered,Delhivery
CA-2014-140732,SHIP05963,Delivered,DTDC
CA-2014-140732,SHIP05964,Cancelled,India Post
CA-2017-119011,SHIP05965,Delivered,Delhivery
CA-2017-119011,SHIP05966,Delivered,Delhivery
CA-2017-119011,SHIP05967,In Transit,Delhivery
CA-2016-166912,SHIP05968,Delivered,DTDC
CA-2014-141726,SHIP05969,Cancelled,DTDC
CA-2014-141726,SHIP05970,Cancelled,XpressBees
CA-2014-141726,SHIP05971,Cancelled,Ecom Express
CA-2014-141726,SHIP05972,Delivered,XpressBees
CA-2017-115105,SHIP05973,Delivered,Blue Dart
CA-2015-143980,SHIP05974,Cancelled,DTDC
CA-2016-135636,SHIP05975,Cancelled,Ecom Express
CA-2017-102155,SHIP05976,Delivered,DTDC
CA-2017-102155,SHIP05977,Delivered,Blue Dart
CA-2017-116953,SHIP05978,Delivered,Ecom Express
CA-2014-117765,SHIP05979,Delivered,XpressBees
CA-2014-117765,SHIP05980,Delivered,Delhivery
CA-2014-117765,SHIP05981,Returned,Ecom Express
CA-2014-117765,SHIP05982,Returned,XpressBees
CA-2016-114895,SHIP05983,Delivered,XpressBees
CA-2017-112984,SHIP05984,Cancelled,Delhivery
CA-2016-163776,SHIP05985,Delivered,Delhivery
CA-2016-163776,SHIP05986,Delivered,Ecom Express
CA-2016-163776,SHIP05987,Cancelled,Delhivery
CA-2016-163776,SHIP05988,Delivered,DTDC
CA-2016-163776,SHIP05989,Delivered,XpressBees
CA-2016-163776,SHIP05990,Returned,XpressBees
US-2017-163300,SHIP05991,Delivered,Ecom Express
US-2017-163300,SHIP05992,Delivered,DTDC
US-2017-163300,SHIP05993,Delivered,Ecom Express
CA-2016-162187,SHIP05994,Delivered,XpressBees
CA-2016-162187,SHIP05995,Delivered,DTDC
CA-2016-162187,SHIP05996,In Transit,Delhivery
CA-2016-162187,SHIP05997,Delivered,XpressBees
CA-2016-162187,SHIP05998,Cancelled,DTDC
US-2014-112991,SHIP05999,Delivered,DTDC
US-2014-112991,SHIP06000,In Transit,DTDC
US-2014-112991,SHIP06001,Returned,Delhivery
CA-2014-124079,SHIP06002,Cancelled,XpressBees
CA-2014-124079,SHIP06003,Cancelled,India Post
US-2017-146878,SHIP06004,Cancelled,Delhivery
CA-2017-107244,SHIP06005,Delivered,India Post
CA-2015-100657,SHIP06006,Delivered,Ecom Express
CA-2017-129581,SHIP06007,Delivered,XpressBees
CA-2017-129028,SHIP06008,Delivered,Ecom Express
CA-2015-135580,SHIP06009,Returned,XpressBees
CA-2015-135580,SHIP06010,Delivered,Blue Dart
CA-2015-135580,SHIP06011,Delivered,Delhivery
CA-2015-135580,SHIP06012,Delivered,India Post
CA-2015-135580,SHIP06013,Delivered,Delhivery
CA-2016-159016,SHIP06014,Delivered,Ecom Express
CA-2016-159016,SHIP06015,In Transit,Blue Dart
CA-2014-102652,SHIP06016,Returned,Ecom Express
CA-2014-102652,SHIP06017,Cancelled,Delhivery
CA-2014-102652,SHIP06018,Delivered,India Post
CA-2014-102652,SHIP06019,Delivered,XpressBees
CA-2014-152422,SHIP06020,Delivered,XpressBees
US-2016-156692,SHIP06021,Delivered,XpressBees
US-2016-156692,SHIP06022,Delivered,DTDC
CA-2014-130869,SHIP06023,Delivered,India Post
US-2017-128832,SHIP06024,Delivered,India Post
CA-2017-139717,SHIP06025,Delivered,XpressBees
CA-2017-139717,SHIP06026,Delivered,Blue Dart
CA-2017-136007,SHIP06027,Delivered,India Post
CA-2017-136007,SHIP06028,Delivered,Ecom Express
CA-2016-157364,SHIP06029,Delivered,DTDC
US-2016-112970,SHIP06030,Delivered,XpressBees
US-2017-152492,SHIP06031,Delivered,Blue Dart
CA-2016-101168,SHIP06032,Delivered,Ecom Express
CA-2017-104010,SHIP06033,Cancelled,Delhivery
CA-2015-130253,SHIP06034,In Transit,Delhivery
US-2015-155369,SHIP06035,In Transit,India Post
US-2015-155369,SHIP06036,Returned,India Post
CA-2016-131205,SHIP06037,In Transit,Blue Dart
CA-2016-131205,SHIP06038,Returned,DTDC
CA-2016-131205,SHIP06039,Delivered,India Post
CA-2016-131205,SHIP06040,Delivered,Blue Dart
CA-2017-122364,SHIP06041,In Transit,Blue Dart
CA-2017-122364,SHIP06042,Returned,DTDC
CA-2016-117912,SHIP06043,Delivered,Blue Dart
CA-2017-145702,SHIP06044,Delivered,XpressBees
CA-2017-145702,SHIP06045,Delivered,Delhivery
CA-2015-113215,SHIP06046,Delivered,India Post
CA-2016-154662,SHIP06047,Delivered,Delhivery
CA-2015-105571,SHIP06048,Delivered,Delhivery
CA-2015-105571,SHIP06049,Delivered,Delhivery
CA-2016-152765,SHIP06050,Delivered,Ecom Express
CA-2015-153878,SHIP06051,Delivered,XpressBees
CA-2015-153878,SHIP06052,In Transit,Delhivery
CA-2016-124016,SHIP06053,Delivered,Blue Dart
CA-2016-124016,SHIP06054,Cancelled,DTDC
CA-2016-124016,SHIP06055,Delivered,India Post
CA-2016-113551,SHIP06056,Delivered,India Post
CA-2016-113551,SHIP06057,Cancelled,Ecom Express
CA-2014-107524,SHIP06058,Delivered,Ecom Express
CA-2014-107524,SHIP06059,Delivered,XpressBees
CA-2014-138072,SHIP06060,In Transit,Blue Dart
CA-2015-134201,SHIP06061,Returned,Ecom Express
CA-2015-134201,SHIP06062,Delivered,Ecom Express
CA-2015-111780,SHIP06063,Delivered,Blue Dart
CA-2015-111780,SHIP06064,Delivered,India Post
CA-2015-111780,SHIP06065,Cancelled,India Post
CA-2015-119942,SHIP06066,In Transit,XpressBees
CA-2015-151547,SHIP06067,In Transit,Blue Dart
CA-2017-166695,SHIP06068,Delivered,Ecom Express
CA-2017-166695,SHIP06069,Returned,Ecom Express
CA-2017-166695,SHIP06070,Delivered,DTDC
CA-2017-167542,SHIP06071,Cancelled,XpressBees
CA-2015-120901,SHIP06072,Delivered,DTDC
CA-2015-120901,SHIP06073,Delivered,Ecom Express
CA-2015-120901,SHIP06074,Returned,XpressBees
CA-2017-121398,SHIP06075,Delivered,Delhivery
CA-2017-121398,SHIP06076,Delivered,India Post
CA-2016-151561,SHIP06077,Delivered,Blue Dart
CA-2016-151561,SHIP06078,Delivered,Ecom Express
CA-2016-151561,SHIP06079,Delivered,India Post
CA-2016-151561,SHIP06080,Delivered,Blue Dart
CA-2017-154676,SHIP06081,Delivered,India Post
US-2014-165589,SHIP06082,Cancelled,Blue Dart
US-2016-132577,SHIP06083,Delivered,India Post
US-2016-132577,SHIP06084,Delivered,India Post
US-2016-132577,SHIP06085,Returned,Delhivery
US-2016-132577,SHIP06086,Delivered,DTDC
US-2016-132577,SHIP06087,Delivered,XpressBees
CA-2015-114048,SHIP06088,Delivered,India Post
CA-2015-137281,SHIP06089,Delivered,Delhivery
US-2017-162068,SHIP06090,Delivered,Delhivery
CA-2017-100111,SHIP06091,Returned,India Post
CA-2017-100111,SHIP06092,Delivered,XpressBees
CA-2017-100111,SHIP06093,Delivered,Ecom Express
CA-2017-100111,SHIP06094,Delivered,Delhivery
CA-2017-100111,SHIP06095,Cancelled,India Post
CA-2017-100111,SHIP06096,Delivered,Ecom Express
CA-2017-100111,SHIP06097,Delivered,Blue Dart
CA-2017-100111,SHIP06098,Returned,Blue Dart
CA-2017-100111,SHIP06099,Delivered,Blue Dart
CA-2017-100111,SHIP06100,Returned,Delhivery
CA-2017-100111,SHIP06101,Delivered,Delhivery
CA-2017-100111,SHIP06102,Returned,India Post
CA-2017-100111,SHIP06103,Delivered,Ecom Express
CA-2017-100111,SHIP06104,Delivered,DTDC
US-2017-132381,SHIP06105,Delivered,India Post
CA-2015-147011,SHIP06106,Cancelled,Blue Dart
CA-2014-120852,SHIP06107,Delivered,Delhivery
CA-2014-120852,SHIP06108,Delivered,XpressBees
CA-2016-150007,SHIP06109,Delivered,India Post
CA-2016-150007,SHIP06110,Delivered,Ecom Express
CA-2016-124590,SHIP06111,Delivered,Delhivery
CA-2016-124590,SHIP06112,Delivered,DTDC
CA-2016-124590,SHIP06113,Cancelled,India Post
CA-2016-124590,SHIP06114,Returned,Delhivery
CA-2016-124590,SHIP06115,Delivered,Blue Dart
CA-2016-133802,SHIP06116,Delivered,DTDC
US-2016-113677,SHIP06117,Delivered,Blue Dart
US-2016-113677,SHIP06118,Delivered,Delhivery
CA-2017-143378,SHIP06119,Returned,Delhivery
CA-2017-143378,SHIP06120,Delivered,Delhivery
CA-2017-143378,SHIP06121,Delivered,XpressBees
CA-2017-143378,SHIP06122,Cancelled,Delhivery
CA-2017-152660,SHIP06123,Delivered,XpressBees
CA-2015-142139,SHIP06124,Delivered,XpressBees
CA-2017-145772,SHIP06125,Delivered,XpressBees
CA-2017-145772,SHIP06126,Returned,Ecom Express
CA-2017-145772,SHIP06127,Delivered,Delhivery
CA-2016-124100,SHIP06128,In Transit,Blue Dart
US-2014-158400,SHIP06129,Cancelled,India Post
CA-2017-162033,SHIP06130,Returned,DTDC
CA-2017-162033,SHIP06131,Delivered,Delhivery
CA-2014-163447,SHIP06132,Delivered,India Post
CA-2017-145737,SHIP06133,Delivered,Ecom Express
CA-2016-148096,SHIP06134,Delivered,Ecom Express
CA-2016-146766,SHIP06135,Delivered,Delhivery
CA-2015-105613,SHIP06136,Returned,Delhivery
CA-2015-105613,SHIP06137,Delivered,Blue Dart
US-2016-142251,SHIP06138,Cancelled,Blue Dart
CA-2014-131247,SHIP06139,Delivered,Ecom Express
US-2015-113593,SHIP06140,Delivered,Ecom Express
CA-2017-121083,SHIP06141,Returned,India Post
CA-2017-121083,SHIP06142,Delivered,India Post
CA-2017-121083,SHIP06143,Returned,DTDC
CA-2017-121083,SHIP06144,Delivered,DTDC
CA-2017-151190,SHIP06145,Delivered,Ecom Express
CA-2014-133543,SHIP06146,In Transit,XpressBees
CA-2017-105130,SHIP06147,Delivered,DTDC
CA-2017-105130,SHIP06148,Delivered,India Post
CA-2016-161928,SHIP06149,Delivered,DTDC
CA-2017-101322,SHIP06150,Delivered,XpressBees
US-2016-106600,SHIP06151,Delivered,India Post
CA-2014-111871,SHIP06152,Delivered,DTDC
