Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2014-112403,3/31/2014,3/31/2014,Same Day,JO-15280
CA-2014-108273,12/16/2014,12/21/2014,Standard Class,EJ-13720
CA-2017-121643,5/18/2017,5/20/2017,First Class,AB-10105
US-2015-122910,05-12-15,5/16/2015,Standard Class,LT-16765
CA-2017-143126,12-03-17,12-07-17,Second Class,CM-12655
CA-2015-129042,12-12-15,12/17/2015,Standard Class,EM-13960
CA-2015-109736,10-10-15,10-11-15,First Class,DJ-13420
CA-2015-142601,4/18/2015,4/20/2015,Second Class,DE-13255
CA-2014-106229,06-07-14,06-11-14,Second Class,NR-18550
US-2017-135230,09-01-17,09-07-17,Standard Class,CK-12325
CA-2016-159653,5/22/2016,5/22/2016,Same Day,JF-15490
CA-2016-131968,11-11-16,11/15/2016,Standard Class,LB-16795
CA-2014-119151,11/25/2014,11/29/2014,Second Class,MP-18175
CA-2014-123323,11-07-14,11-12-14,Standard Class,LH-16900
CA-2016-124681,7/18/2016,7/23/2016,Second Class,SV-20935
US-2015-103996,3/29/2015,3/31/2015,Second Class,RB-19435
CA-2016-120530,04-07-16,04-12-16,Standard Class,Dl-13600
CA-2015-155054,6/13/2015,6/19/2015,Standard Class,PS-19045
CA-2015-105725,2/18/2015,2/24/2015,Standard Class,GT-14755
CA-2017-164364,11-12-17,11/16/2017,Standard Class,CS-12355
CA-2017-168123,03-05-17,03-05-17,Same Day,JD-16060
CA-2016-120005,03-03-16,03-03-16,Same Day,TS-21160
CA-2016-123526,12/24/2016,12/25/2016,First Class,BV-11245
CA-2016-127649,10-07-16,10-09-16,First Class,DL-13495
CA-2016-159989,12-09-16,12/13/2016,Standard Class,EB-13870
CA-2017-103499,11/20/2017,11/24/2017,Standard Class,ES-14020
US-2015-167220,12-12-15,12/16/2015,Standard Class,JB-15925
CA-2017-126354,02-03-17,02-08-17,Standard Class,SC-20380
CA-2017-169817,9/21/2017,9/25/2017,Standard Class,EB-13870
US-2017-144582,4/30/2017,05-05-17,Standard Class,TC-21475
CA-2014-121573,11-03-14,11-07-14,Standard Class,SG-20605
CA-2016-117660,12/30/2016,01-04-17,Standard Class,BM-11785
CA-2014-112851,9/17/2014,9/21/2014,Standard Class,NR-18550
CA-2017-123701,11/24/2017,11/27/2017,First Class,PG-18820
CA-2015-118227,4/24/2015,4/28/2015,Standard Class,DB-13270
CA-2015-123155,03-09-15,03-12-15,First Class,NS-18640
CA-2017-158883,06-02-17,06-03-17,Same Day,CS-11860
US-2016-114888,9/19/2016,9/24/2016,Second Class,CC-12430
US-2014-167262,10/31/2014,11-03-14,Second Class,AC-10450
CA-2017-119746,11/23/2017,11/27/2017,Standard Class,CM-12385
CA-2017-108091,11/16/2017,11/21/2017,Standard Class,EK-13795
CA-2016-101630,2/19/2016,2/23/2016,Second Class,CK-12760
CA-2017-132346,11-07-17,11-11-17,Standard Class,PK-19075
CA-2014-150301,07-08-14,07-10-14,First Class,MH-18025
CA-2014-159310,11-07-14,11-12-14,Standard Class,SC-20725
US-2017-147984,1/28/2017,02-01-17,Standard Class,GB-14575
CA-2015-104346,12-11-15,12/16/2015,Standard Class,IM-15070
US-2015-141684,6/29/2015,07-04-15,Standard Class,MM-18055
CA-2015-144722,3/16/2015,3/23/2015,Standard Class,MF-18250
CA-2015-120516,8/13/2015,8/17/2015,Standard Class,CK-12595
US-2016-148901,5/14/2016,5/19/2016,Standard Class,MK-17905
CA-2017-136364,7/13/2017,7/17/2017,Second Class,MH-17455
CA-2015-137708,11/22/2015,11/25/2015,Second Class,NG-18430
CA-2014-149055,11/23/2014,11/28/2014,Standard Class,PB-19210
CA-2015-151589,12/27/2015,12/30/2015,First Class,RE-19450
CA-2016-121370,11/14/2016,11/19/2016,Second Class,EB-14110
CA-2016-111696,05-08-16,05-10-16,First Class,TB-21625
CA-2014-139598,12/26/2014,12/31/2014,Standard Class,MG-17695
CA-2017-117436,06-08-17,6/14/2017,Standard Class,LW-17125
CA-2015-140025,04-07-15,04-11-15,Standard Class,PF-19120
CA-2016-134222,07-10-16,07-11-16,Same Day,NZ-18565
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205
US-2017-136707,11-12-17,11/15/2017,First Class,JE-15610
CA-2014-152562,11-01-14,11-08-14,Standard Class,JO-15145
CA-2016-152408,5/15/2016,5/21/2016,Standard Class,TT-21220
CA-2014-120278,11-07-14,11-12-14,Standard Class,MS-17365
CA-2017-167661,10-05-17,10-10-17,Standard Class,MP-18175
CA-2017-106831,06-01-17,06-03-17,First Class,FH-14350
CA-2017-154123,11/20/2017,11/25/2017,Standard Class,SC-20050
CA-2016-136049,12/23/2016,12/28/2016,Standard Class,NM-18520
CA-2017-118402,9/29/2017,10-04-17,Standard Class,JO-15280
US-2016-139388,11-07-16,11-09-16,First Class,CC-12475
US-2014-128685,04-04-14,04-05-14,First Class,MZ-17515
CA-2015-124044,7/23/2015,7/26/2015,Second Class,MS-17830
CA-2014-164469,6/25/2014,6/27/2014,Second Class,GK-14620
CA-2014-107818,09-08-14,9/14/2014,Standard Class,MC-17275
CA-2014-113320,12-12-14,12/15/2014,Second Class,LH-17155
CA-2015-137526,1/13/2015,1/17/2015,Standard Class,PB-19150
CA-2017-136063,12/15/2017,12/19/2017,Standard Class,SS-20140
CA-2016-101546,12/18/2016,12/24/2016,Standard Class,GK-14620
CA-2014-138940,04-11-14,4/16/2014,Second Class,GM-14455
CA-2016-125164,11-10-16,11/14/2016,Standard Class,SH-19975
CA-2017-163531,6/26/2017,6/30/2017,Standard Class,SC-20725
CA-2017-122490,11/13/2017,11/18/2017,Standard Class,TT-21070
CA-2017-131366,11/24/2017,11/29/2017,Standard Class,SC-20440
CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645
CA-2014-132864,12-02-14,12-07-14,Standard Class,KN-16390
US-2014-155817,10-03-14,10-09-14,Standard Class,SL-20155
US-2016-131891,7/29/2016,7/31/2016,First Class,PW-19240
CA-2017-143567,11-02-17,11-05-17,Second Class,TB-21175
CA-2017-104080,03-08-17,3/15/2017,Standard Class,AH-10210
CA-2014-151379,12/16/2014,12/20/2014,Standard Class,SC-20695
CA-2016-163167,11/28/2016,12-01-16,Second Class,RF-19345
CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765
US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660
CA-2016-130484,8/22/2016,8/27/2016,Standard Class,SG-20470
CA-2017-120936,12/17/2017,12/21/2017,Standard Class,CA-12310
CA-2017-110884,03-07-17,03-12-17,Standard Class,SH-20395
US-2014-161613,12-01-14,12-03-14,Second Class,MC-17605
US-2014-146353,10/14/2014,10/16/2014,Second Class,JE-15610
CA-2014-133809,11/18/2014,11/23/2014,Second Class,MS-17530
CA-2017-127306,1/14/2017,1/18/2017,Standard Class,BH-11710
CA-2015-161830,9/24/2015,9/26/2015,Second Class,ME-17725
CA-2017-163125,10-09-17,10-11-17,Second Class,MB-17305
CA-2016-160304,01-02-16,01-07-16,Standard Class,BM-11575
CA-2017-101728,8/19/2017,8/23/2017,Standard Class,SC-20575
CA-2017-114055,12/25/2017,12/29/2017,Second Class,MH-18115
CA-2017-126438,09-10-17,9/13/2017,First Class,AR-10345
CA-2017-117653,10/19/2017,10/23/2017,Standard Class,MO-17500
CA-2017-143245,12-01-17,12-06-17,Standard Class,AD-10180
US-2014-138828,09-02-14,09-03-14,First Class,KD-16345
CA-2017-143651,3/25/2017,3/30/2017,Standard Class,FM-14215
CA-2015-106978,9/28/2015,10-04-15,Standard Class,ZC-21910
CA-2015-155124,3/15/2015,3/21/2015,Standard Class,KS-16300
CA-2017-150931,01-06-17,1/13/2017,Standard Class,DP-13390
CA-2014-157147,1/13/2014,1/18/2014,Standard Class,BD-11605
CA-2015-156482,02-06-15,2/13/2015,Standard Class,IL-15100
CA-2017-106782,12/21/2017,12/27/2017,Standard Class,LP-17095
CA-2016-151372,09-05-16,09-06-16,First Class,JH-15985
CA-2014-102085,10-04-14,10-09-14,Standard Class,JD-16015
CA-2017-107125,11/27/2017,12-02-17,Standard Class,BD-11320
CA-2016-125815,10/28/2016,11-01-16,Second Class,DL-13330
CA-2015-144190,06-09-15,6/13/2015,Standard Class,NC-18415
CA-2017-117926,12-08-17,12-12-17,Second Class,AS-10225
CA-2015-153906,3/16/2015,3/20/2015,Standard Class,MS-17980
CA-2014-160262,06-09-14,6/13/2014,Second Class,TS-21205
CA-2015-127607,3/20/2015,3/26/2015,Standard Class,JK-15730
CA-2016-166226,11/18/2016,11/22/2016,Standard Class,TC-21535
CA-2014-156587,03-07-14,03-08-14,First Class,AB-10015
CA-2016-141180,5/15/2016,5/19/2016,Second Class,DP-13000
CA-2015-109708,5/25/2015,5/28/2015,Second Class,CY-12745
CA-2015-122406,08-02-15,08-05-15,Second Class,BE-11455
US-2016-153815,11-06-16,11-09-16,First Class,KL-16555
CA-2016-164896,11-07-16,11-12-16,Standard Class,PS-19045
CA-2015-142202,9/18/2015,9/23/2015,Second Class,JR-16210
CA-2015-165050,12-07-15,12-09-15,First Class,AH-10210
US-2016-131114,12-09-16,12/13/2016,Second Class,RW-19630
CA-2014-160066,11/16/2014,11/22/2014,Standard Class,AH-10075
CA-2016-109925,11-06-16,11-10-16,Second Class,IM-15070
CA-2015-160696,09-06-15,09-10-15,Standard Class,CK-12760
CA-2014-125171,09-03-14,09-03-14,Same Day,AG-10390
CA-2016-149279,4/24/2016,4/28/2016,Standard Class,CL-12700
CA-2017-107321,8/31/2017,09-04-17,Standard Class,AW-10930
US-2017-122714,12-07-17,12/13/2017,Standard Class,HG-14965
CA-2015-153038,12/18/2015,12/25/2015,Standard Class,RB-19645
CA-2014-132227,11-04-14,11-10-14,Standard Class,SZ-20035
CA-2017-155824,03-10-17,3/15/2017,Standard Class,KS-16300
CA-2016-129238,1/31/2016,02-04-16,Standard Class,SC-20050
CA-2017-159688,05-07-17,05-12-17,Standard Class,AB-10060
CA-2016-136126,5/24/2016,5/24/2016,Same Day,EH-14125
CA-2016-155033,10-07-16,10-12-16,Standard Class,CC-12475
CA-2014-156006,4/30/2014,05-02-14,Second Class,TM-21010
CA-2015-158659,11-10-15,11/14/2015,Second Class,SC-20695
CA-2015-169796,11-09-15,11/14/2015,Standard Class,Dp-13240
CA-2015-102876,09-07-15,9/14/2015,Standard Class,LR-17035
US-2017-139647,05-11-17,5/13/2017,First Class,TS-21370
US-2017-160465,7/21/2017,7/26/2017,Standard Class,SW-20350
CA-2014-153850,11/24/2014,11/29/2014,Standard Class,TH-21100
CA-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410
CA-2017-136511,3/23/2017,3/25/2017,Second Class,MZ-17515
CA-2016-133795,12/18/2016,12/24/2016,Standard Class,JE-15475
US-2017-130953,7/29/2017,08-03-17,Standard Class,RF-19735
CA-2014-151792,09-02-14,09-07-14,Second Class,CV-12295
CA-2017-139304,1/29/2017,02-02-17,Standard Class,VG-21790
CA-2016-155166,12/26/2016,01-02-17,Standard Class,BB-11545
CA-2015-103954,08-09-15,8/13/2015,Second Class,HR-14770
CA-2014-169803,04-06-14,04-12-14,Standard Class,SC-20260
CA-2017-141719,11/17/2017,11/21/2017,Second Class,EG-13900
CA-2015-136469,07-11-15,07-12-15,First Class,TS-21370
CA-2016-158694,11-10-16,11/13/2016,Second Class,AI-10855
US-2014-104759,3/31/2014,04-04-14,Standard Class,DD-13570
CA-2015-150511,9/18/2015,9/24/2015,Standard Class,AB-10060
CA-2015-134922,11-07-15,11-11-15,Standard Class,KB-16240
US-2017-120607,5/19/2017,5/19/2017,Same Day,JC-15775
CA-2015-141243,01-03-15,01-08-15,Second Class,AH-10465
CA-2015-162166,09-08-15,09-11-15,First Class,NM-18520
CA-2016-120796,04-03-16,04-07-16,Standard Class,CS-11950
CA-2016-109722,12-05-16,12-07-16,Second Class,TP-21130
CA-2015-136798,05-08-15,05-12-15,Standard Class,DL-12925
CA-2017-122196,9/22/2017,9/24/2017,First Class,CA-12265
CA-2017-142090,11/30/2017,12-07-17,Standard Class,SC-20380
CA-2017-160934,1/15/2017,1/19/2017,Standard Class,TT-21460
CA-2014-124478,08-08-14,08-12-14,Standard Class,MA-17560
CA-2015-145485,11-05-15,11-05-15,Same Day,JM-16195
CA-2017-151071,4/25/2017,4/29/2017,Second Class,MB-18085
CA-2014-134572,4/20/2014,4/22/2014,Second Class,SV-20365
CA-2017-143217,11-11-17,11/17/2017,Standard Class,CG-12040
US-2017-133312,11/25/2017,11/29/2017,Standard Class,BD-11500
US-2015-137533,12/18/2015,12/18/2015,Same Day,JK-15640
CA-2016-155138,09-08-16,09-12-16,Standard Class,JM-15580
CA-2016-108350,06-06-16,06-09-16,Second Class,SC-20230
CA-2015-144302,6/19/2015,6/23/2015,Standard Class,ME-17320
CA-2015-109001,03-05-15,03-09-15,Standard Class,KN-16390
CA-2017-132738,08-04-17,08-07-17,First Class,HM-14860
CA-2017-156720,12/30/2017,01-03-18,Standard Class,JM-15580
CA-2015-119102,5/23/2015,5/27/2015,Standard Class,KH-16690
US-2014-140452,12-06-14,12-10-14,Standard Class,BK-11260
CA-2015-141936,08-07-15,08-12-15,Standard Class,PN-18775
CA-2014-158442,3/17/2014,3/17/2014,Same Day,AZ-10750
CA-2015-167374,3/26/2015,3/30/2015,Second Class,GM-14500
CA-2014-116568,12/14/2014,12/20/2014,Standard Class,BM-11785
CA-2015-147102,9/19/2015,9/26/2015,Standard Class,NH-18610
CA-2017-132213,4/25/2017,4/26/2017,First Class,PN-18775
CA-2014-138450,10/18/2014,10/22/2014,Standard Class,EH-13765
CA-2015-153073,11/13/2015,11/13/2015,Same Day,HA-14905
CA-2016-147970,1/31/2016,02-02-16,Second Class,AB-10150
CA-2016-150658,11/17/2016,11/22/2016,Standard Class,MS-17365
CA-2017-125640,7/25/2017,7/29/2017,Standard Class,DD-13570
CA-2017-154137,11-11-17,11/17/2017,Standard Class,MT-17815
CA-2015-127173,9/26/2015,10-03-15,Standard Class,GM-14500
CA-2014-149538,04-04-14,04-08-14,Standard Class,KB-16585
CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015
CA-2017-146626,12/29/2017,01-05-18,Standard Class,BP-11185
CA-2015-123330,6/21/2015,6/27/2015,Standard Class,EP-13915
CA-2017-155607,11/26/2017,11/30/2017,Standard Class,FG-14260
CA-2016-151323,10/23/2016,10/28/2016,Standard Class,AB-10255
CA-2015-146696,12/14/2015,12/19/2015,Standard Class,RD-19480
CA-2016-128972,11/13/2016,11/17/2016,Standard Class,TS-21430
CA-2017-128335,9/29/2017,10-05-17,Standard Class,JA-15970
CA-2015-154886,11-08-15,11-12-15,Standard Class,SW-20455
CA-2016-111213,04-01-16,04-05-16,Standard Class,FP-14320
CA-2017-161333,02-02-17,02-07-17,Standard Class,JL-15835
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175
CA-2014-141796,6/21/2014,6/21/2014,Same Day,JG-15160
CA-2017-125101,03-06-17,03-10-17,Second Class,SH-19975
CA-2017-169929,9/25/2017,9/28/2017,First Class,LS-17200
US-2014-121566,6/30/2014,07-06-14,Standard Class,CS-11860
US-2015-124219,08-07-15,08-08-15,First Class,KW-16570
CA-2017-163006,6/30/2017,07-04-17,Second Class,GH-14410
CA-2015-156146,10/26/2015,10/30/2015,Second Class,AG-10495
CA-2014-111192,7/30/2014,08-05-14,Standard Class,TS-21430
CA-2016-115378,11/18/2016,11/23/2016,Second Class,AJ-10945
CA-2015-161627,07-06-15,07-11-15,Standard Class,SJ-20215
CA-2014-121006,11-10-14,11/16/2014,Standard Class,SC-20020
CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780
CA-2015-107741,03-08-15,03-10-15,First Class,FC-14335
CA-2017-106432,10/19/2017,10/24/2017,Standard Class,CA-12265
CA-2016-148908,11-05-16,11-08-16,First Class,JH-15985
CA-2016-123015,12/26/2016,12/30/2016,Standard Class,AJ-10795
US-2015-120502,4/13/2015,4/19/2015,Standard Class,BT-11395
CA-2017-108749,09-12-17,9/15/2017,First Class,DJ-13510
CA-2017-163335,9/24/2017,9/27/2017,First Class,AG-10675
CA-2015-134719,10-10-15,10/15/2015,Standard Class,JD-15790
US-2015-154389,11/27/2015,12-03-15,Standard Class,EH-14125
CA-2015-115567,9/13/2015,9/18/2015,Standard Class,ZC-21910
US-2017-136679,11/14/2017,11/18/2017,Standard Class,XP-21865
US-2017-141943,05-05-17,05-09-17,Standard Class,DK-12985
CA-2014-101560,11/28/2014,12-01-14,Second Class,CS-12250
CA-2014-159709,05-10-14,5/15/2014,Standard Class,AI-10855
CA-2016-103982,03-03-16,03-08-16,Standard Class,AA-10315
CA-2015-142454,8/15/2015,8/19/2015,Standard Class,RE-19450
CA-2015-102015,09-12-15,9/18/2015,Standard Class,TM-21010
CA-2015-156755,01-12-15,1/18/2015,Standard Class,YS-21880
CA-2015-130876,05-12-15,5/16/2015,Second Class,AZ-10750
CA-2016-145898,9/26/2016,9/26/2016,Same Day,CM-12445
US-2017-159562,09-09-17,9/15/2017,Standard Class,JB-16000
CA-2017-134635,4/15/2017,4/17/2017,Second Class,NS-18640
CA-2017-167080,06-10-17,6/14/2017,Standard Class,LC-16930
CA-2017-145653,09-01-17,09-01-17,Same Day,CA-12775
CA-2014-140487,6/14/2014,6/20/2014,Standard Class,SR-20425
CA-2017-117401,5/18/2017,5/22/2017,Second Class,PP-18955
US-2017-109582,09-12-17,9/17/2017,Second Class,JM-15865
CA-2016-119865,6/21/2016,6/26/2016,Standard Class,AS-10090
US-2014-147648,11/26/2014,12-01-14,Standard Class,LS-16975
CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830
CA-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200
CA-2017-131037,8/22/2017,8/23/2017,First Class,TM-21490
CA-2016-111143,11/19/2016,11/22/2016,First Class,TT-21265
CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690
CA-2016-116561,09-11-16,9/17/2016,Standard Class,EB-14110
CA-2016-110730,9/23/2016,9/26/2016,Second Class,CM-11815
CA-2017-146367,08-04-17,08-08-17,Standard Class,HM-14860
CA-2016-149454,7/25/2016,7/26/2016,First Class,KM-16375
CA-2016-156265,08-02-16,08-04-16,Second Class,BF-11020
US-2015-168914,5/21/2015,5/27/2015,Standard Class,JE-15745
US-2017-110989,11-03-17,11-05-17,Second Class,EJ-14155
CA-2015-106215,4/16/2015,4/21/2015,Standard Class,BN-11470
US-2016-169369,12-12-16,12/18/2016,Standard Class,EC-14050
CA-2015-132318,10/30/2015,11-02-15,First Class,TT-21220
US-2014-131982,03-07-14,03-11-14,Second Class,NP-18685
CA-2015-125185,03-05-15,03-07-15,Second Class,AH-10195
CA-2016-130078,08-08-16,8/14/2016,Standard Class,CC-12145
US-2017-114034,01-03-17,01-08-17,Standard Class,DL-13315
US-2017-115595,10-09-17,10-11-17,First Class,XP-21865
CA-2017-158722,10/20/2017,10/26/2017,Standard Class,MA-17560
CA-2014-105165,09-07-14,09-10-14,First Class,SZ-20035
CA-2017-147452,9/30/2017,10-03-17,First Class,CS-11845
US-2017-114657,11/16/2017,11/21/2017,Standard Class,MH-18115
CA-2017-144484,09-11-17,09-11-17,Same Day,CB-12025
CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145
US-2016-158309,11/26/2016,11/29/2016,First Class,PA-19060
CA-2015-162887,11-07-15,11-09-15,Second Class,SV-20785
CA-2017-147333,12/14/2017,12/20/2017,Standard Class,KL-16555
CA-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125
CA-2014-159681,12-07-14,12/13/2014,Standard Class,PO-18850
US-2017-104094,09-07-17,09-11-17,Standard Class,AG-10675
CA-2017-152709,10-07-17,10-12-17,Standard Class,DB-13210
CA-2015-105158,09-05-15,09-10-15,Standard Class,SP-20860
CA-2014-133424,3/30/2014,04-04-14,Standard Class,Dl-13600
CA-2017-105991,05-05-17,05-06-17,First Class,LH-17020
US-2017-136784,4/30/2017,05-05-17,Standard Class,AD-10180
CA-2014-146283,09-08-14,9/15/2014,Standard Class,KT-16465
CA-2017-151218,6/20/2017,6/23/2017,First Class,PJ-19015
CA-2015-111073,12/26/2015,12/30/2015,Standard Class,MC-18100
CA-2017-144883,8/15/2017,8/19/2017,Standard Class,BO-11350
CA-2017-142174,03-04-17,03-09-17,Standard Class,DP-13000
CA-2017-108791,7/27/2017,7/31/2017,Standard Class,TM-21490
CA-2016-106656,9/23/2016,9/26/2016,First Class,DV-13045
CA-2016-113831,5/30/2016,06-03-16,Standard Class,AH-10690
US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165
US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940
US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245
CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415
CA-2016-123414,8/21/2016,8/27/2016,Standard Class,SU-20665
CA-2017-137876,4/30/2017,05-05-17,Standard Class,DJ-13510
CA-2016-154060,05-02-16,05-08-16,Standard Class,DL-12865
US-2017-162558,10-02-17,10-05-17,First Class,Dp-13240
CA-2017-134439,9/18/2017,9/23/2017,Second Class,TM-21010
CA-2015-119508,12-04-15,12-09-15,Standard Class,TZ-21580
CA-2015-152681,1/17/2015,1/22/2015,Standard Class,SC-20260
CA-2014-130813,01-06-14,01-08-14,Second Class,LS-17230
CA-2015-120320,03-05-15,03-09-15,Standard Class,MV-18190
CA-2016-111941,12/25/2016,12/28/2016,Second Class,BD-11620
CA-2016-123120,09-04-16,09-08-16,Standard Class,CV-12295
CA-2014-103331,8/26/2014,09-01-14,Standard Class,KB-16315
CA-2015-169278,5/21/2015,5/25/2015,Standard Class,ME-18010
CA-2017-111577,10/16/2017,10/21/2017,Standard Class,AJ-10780
CA-2015-146486,11-09-15,11/14/2015,Second Class,DV-13465
US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325
CA-2015-112053,10-11-15,10/13/2015,Second Class,SH-20395
CA-2017-108539,3/21/2017,3/23/2017,Second Class,SC-20725
CA-2015-149811,01-04-15,01-10-15,Standard Class,CS-12250
US-2017-103814,12-09-17,12/16/2017,Standard Class,LH-16900
CA-2016-123932,09-06-16,09-12-16,Standard Class,YC-21895
US-2016-101616,09-03-16,09-06-16,First Class,CY-12745
CA-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030
CA-2016-138037,9/29/2016,10-03-16,Standard Class,AR-10540
CA-2014-150490,08-05-14,08-11-14,Standard Class,SS-20590
US-2017-126060,4/14/2017,4/18/2017,Standard Class,DW-13585
CA-2017-100951,06-09-17,06-10-17,First Class,NC-18625
CA-2016-122017,12/29/2016,01-02-17,Standard Class,CD-11920
CA-2014-123477,1/18/2014,1/21/2014,Second Class,DW-13195
CA-2016-107790,11/20/2016,11/24/2016,Standard Class,EH-13990
CA-2017-158071,06-10-17,6/15/2017,Standard Class,BD-11320
CA-2017-147403,09-10-17,9/13/2017,First Class,KH-16630
US-2017-136721,04-08-17,04-12-17,Standard Class,NH-18610
CA-2015-118738,10/24/2015,10/30/2015,Standard Class,AG-10495
CA-2017-134152,5/27/2017,5/31/2017,Standard Class,RP-19855
CA-2014-125542,12-05-14,12-07-14,First Class,NB-18655
CA-2016-136021,8/14/2016,8/18/2016,Standard Class,JM-15580
CA-2016-149195,09-05-16,09-07-16,Second Class,DM-13525
CA-2017-161410,6/26/2017,07-03-17,Standard Class,CC-12220
CA-2017-152786,03-12-17,3/17/2017,Standard Class,GA-14725
CA-2017-164707,2/18/2017,2/21/2017,Second Class,CV-12805
CA-2017-163874,11-10-17,11-12-17,Second Class,NC-18535
US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560
CA-2014-104829,11/18/2014,11/21/2014,Second Class,JG-15805
US-2016-147340,9/24/2016,9/24/2016,Same Day,EB-13750
CA-2016-145492,11/20/2016,11/27/2016,Standard Class,MC-17605
CA-2016-163202,9/27/2016,10-02-16,Standard Class,BM-11650
CA-2016-117681,04-09-16,4/14/2016,Standard Class,HF-14995
CA-2017-132262,9/21/2017,9/23/2017,First Class,ML-18265
CA-2017-123043,8/24/2017,8/29/2017,Standard Class,AH-10195
US-2016-143280,2/22/2016,2/26/2016,Standard Class,TZ-21580
CA-2017-108854,12-08-17,12/14/2017,Standard Class,DM-13345
CA-2017-166856,9/18/2017,9/22/2017,Standard Class,TS-21505
CA-2016-153157,09-11-16,9/14/2016,First Class,TB-21625
US-2017-125647,9/23/2017,9/28/2017,Standard Class,LC-16870
CA-2014-132542,10-06-14,10-08-14,Second Class,AM-10360
CA-2015-110877,10/23/2015,10/26/2015,First Class,JE-15715
US-2016-151827,3/31/2016,04-02-16,Second Class,CS-11950
US-2016-163258,12/29/2016,01-02-17,Standard Class,PF-19225
CA-2017-103009,11-03-17,11-05-17,Second Class,PJ-18835
US-2017-120649,1/20/2017,1/26/2017,Standard Class,JF-15490
CA-2016-153598,12-03-16,12-06-16,First Class,NM-18520
US-2016-108497,6/14/2016,6/14/2016,Same Day,MH-17290
CA-2016-113096,09-02-16,09-04-16,First Class,SZ-20035
CA-2014-136861,09-05-14,09-07-14,First Class,PR-18880
CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245
CA-2017-129707,4/25/2017,4/29/2017,Standard Class,LH-16750
CA-2015-160171,10/19/2015,10/24/2015,Standard Class,RM-19675
CA-2014-103317,07-05-14,07-08-14,First Class,DM-13525
CA-2016-167115,04-04-16,04-09-16,Standard Class,EH-14185
US-2017-153633,11/13/2017,11/18/2017,Second Class,TC-21295
CA-2017-155929,09-09-17,9/13/2017,Standard Class,AI-10855
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535
CA-2016-128307,7/25/2016,7/29/2016,Standard Class,BE-11335
US-2016-127425,8/26/2016,8/31/2016,Standard Class,DR-12880
US-2014-119081,09-12-14,9/19/2014,Standard Class,TA-21385
CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705
US-2017-108700,5/19/2017,5/23/2017,Standard Class,PJ-18835
CA-2017-160962,4/28/2017,05-02-17,Standard Class,MC-17605
CA-2017-130631,12/29/2017,01-02-18,Standard Class,BS-11755
CA-2017-116680,09-04-17,09-06-17,Second Class,PK-19075
US-2014-107405,3/21/2014,3/25/2014,Standard Class,TS-21205
CA-2017-101574,9/28/2017,10-04-17,Standard Class,BD-11725
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340
CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530
CA-2016-122448,06-09-16,6/14/2016,Standard Class,DB-13210
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285
CA-2016-158547,5/30/2016,06-04-16,Standard Class,JM-16195
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505
CA-2017-121741,12/26/2017,12/26/2017,Same Day,YC-21895
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240
CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500
CA-2014-101770,3/31/2014,04-04-14,Standard Class,KB-16240
CA-2017-105487,10-08-17,10/14/2017,Standard Class,CS-12250
CA-2017-148999,1/30/2017,02-04-17,Standard Class,EB-13870
CA-2014-107573,12-12-14,12/17/2014,Standard Class,PB-19150
CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070
CA-2017-134495,04-01-17,04-04-17,Second Class,BF-11020
CA-2017-164098,1/26/2017,1/27/2017,First Class,CG-12520
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675
CA-2015-113523,09-04-15,09-08-15,Standard Class,SC-20440
CA-2017-117821,06-12-17,6/16/2017,Standard Class,HG-15025
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055
